PX,PX_TYPE
44126,CH
44127,CH
44130,CH
44133,CH
44136,CH
44137,CH
44140,CH
44141,CH
44143,CH
44144,CH
44145,CH
44146,CH
44147,CH
44150,CH
44151,CH
44152,CH
44153,CH
44155,CH
44156,CH
44157,CH
44158,CH
44160,CH
44180,CH
44186,CH
44187,CH
44188,CH
44202,CH
44204,CH
44205,CH
44206,CH
44207,CH
44208,CH
44210,CH
44211,CH
44212,CH
44227,CH
44238,CH
44300,CH
44310,CH
44312,CH
44314,CH
44316,CH
44320,CH
44322,CH
44340,CH
44345,CH
44346,CH
44602,CH
44603,CH
44604,CH
44605,CH
44615,CH
44620,CH
44625,CH
44626,CH
44640,CH
44650,CH
44660,CH
44661,CH
44680,CH
44700,CH
44715,CH
44720,CH
44721,CH
44800,CH
44820,CH
44850,CH
44900,CH
44901,CH
44950,CH
44960,CH
44970,CH
44979,CH
45000,CH
45108,CH
45110,CH
45111,CH
45112,CH
45113,CH
45114,CH
45116,CH
45119,CH
45120,CH
45121,CH
45123,CH
45126,CH
45130,CH
45135,CH
45136,CH
45150,CH
45160,CH
45170,CH
45171,CH
45172,CH
45395,CH
45397,CH
45400,CH
45402,CH
45499,CH
45500,CH
45505,CH
45540,CH
45541,CH
45550,CH
45560,CH
45562,CH
45563,CH
45800,CH
45805,CH
45820,CH
45825,CH
46020,CH
46030,CH
46060,CH
46070,CH
46080,CH
46275,CH
46280,CH
46285,CH
46288,CH
46700,CH
46705,CH
46706,CH
46707,CH
46710,CH
46712,CH
46715,CH
46716,CH
46730,CH
46735,CH
46740,CH
46742,CH
46744,CH
46746,CH
46748,CH
46750,CH
46751,CH
46753,CH
46760,CH
46761,CH
46762,CH
46924,CH
47010,CH
47011,CH
47015,CH
47120,CH
47122,CH
47125,CH
47130,CH
47135,CH
47136,CH
47140,CH
47141,CH
47142,CH
47146,CH
47147,CH
47300,CH
47350,CH
47360,CH
47361,CH
47362,CH
47370,CH
47371,CH
47379,CH
47380,CH
47381,CH
47400,CH
47420,CH
47425,CH
47460,CH
47480,CH
47562,CH
47563,CH
47564,CH
47570,CH
47579,CH
47600,CH
47605,CH
47610,CH
47612,CH
47620,CH
47700,CH
47701,CH
47711,CH
47712,CH
47715,CH
47716,CH
47719,CH
47720,CH
47721,CH
47740,CH
47741,CH
47760,CH
47765,CH
47780,CH
47785,CH
47800,CH
47801,CH
47802,CH
47900,CH
48000,CH
48001,CH
48005,CH
48020,CH
48105,CH
48120,CH
48140,CH
48145,CH
48146,CH
48148,CH
48150,CH
48152,CH
48153,CH
48154,CH
48155,CH
48160,CH
48180,CH
48500,CH
48510,CH
48520,CH
48540,CH
48545,CH
48547,CH
48548,CH
48554,CH
48556,CH
49000,CH
49002,CH
49010,CH
49020,CH
49021,CH
49040,CH
49041,CH
49060,CH
49061,CH
49062,CH
49085,CH
49200,CH
49201,CH
49203,CH
49204,CH
49205,CH
49215,CH
49220,CH
49250,CH
49255,CH
49322,CH
49323,CH
49324,CH
49325,CH
49329,CH
49402,CH
49421,CH
49422,CH
49425,CH
49426,CH
49491,CH
49492,CH
49495,CH
49496,CH
49500,CH
49501,CH
49505,CH
49507,CH
49520,CH
49521,CH
49525,CH
49540,CH
49550,CH
49553,CH
49555,CH
49557,CH
49560,CH
49561,CH
49565,CH
49566,CH
49570,CH
49572,CH
49580,CH
49582,CH
49585,CH
49587,CH
49590,CH
49600,CH
49605,CH
49606,CH
49610,CH
49611,CH
49650,CH
49651,CH
49652,CH
49653,CH
49654,CH
49655,CH
49656,CH
49657,CH
49659,CH
49900,CH
49904,CH
49906,CH
50010,CH
50020,CH
50040,CH
50045,CH
50060,CH
50065,CH
50070,CH
50075,CH
50100,CH
50120,CH
50125,CH
50130,CH
50135,CH
50220,CH
50225,CH
50230,CH
50234,CH
50236,CH
50240,CH
50250,CH
50280,CH
50290,CH
50320,CH
50325,CH
50327,CH
50328,CH
50329,CH
50340,CH
50360,CH
50365,CH
50370,CH
50380,CH
50400,CH
50405,CH
50500,CH
50520,CH
50525,CH
50526,CH
50540,CH
50541,CH
50542,CH
50543,CH
50544,CH
50545,CH
50546,CH
50547,CH
50548,CH
50605,CH
50610,CH
50620,CH
50630,CH
50650,CH
50660,CH
50700,CH
50715,CH
50722,CH
50725,CH
50727,CH
50728,CH
50740,CH
50750,CH
50760,CH
50770,CH
50780,CH
50782,CH
50783,CH
50785,CH
50800,CH
50810,CH
50815,CH
50820,CH
50825,CH
50830,CH
50840,CH
50845,CH
50860,CH
50900,CH
50920,CH
50930,CH
50940,CH
50945,CH
50947,CH
50948,CH
51020,CH
51030,CH
51040,CH
51045,CH
51050,CH
51060,CH
51065,CH
51102,CH
51500,CH
51520,CH
51525,CH
51530,CH
51535,CH
51550,CH
51555,CH
51565,CH
51570,CH
51575,CH
51580,CH
51585,CH
51590,CH
51595,CH
51596,CH
51597,CH
51800,CH
51820,CH
51840,CH
51841,CH
51845,CH
51860,CH
51865,CH
51880,CH
51900,CH
51920,CH
51925,CH
51940,CH
51960,CH
51980,CH
51990,CH
51992,CH
52270,CH
52275,CH
52276,CH
52315,CH
52510,CH
52601,CH
52606,CH
52612,CH
52614,CH
52620,CH
52630,CH
52640,CH
52647,CH
52648,CH
52649,CH
53000,CH
53010,CH
53020,CH
53025,CH
53210,CH
53215,CH
53220,CH
53230,CH
53235,CH
53240,CH
53250,CH
53260,CH
53265,CH
53270,CH
53275,CH
53400,CH
53405,CH
53410,CH
53415,CH
53420,CH
53425,CH
53430,CH
53431,CH
53440,CH
53442,CH
53444,CH
53445,CH
53446,CH
53447,CH
53448,CH
53449,CH
53450,CH
53460,CH
53500,CH
53502,CH
53505,CH
53510,CH
53515,CH
53520,CH
53853,CH
54110,CH
54111,CH
54112,CH
54115,CH
54120,CH
54125,CH
54130,CH
54135,CH
54300,CH
54304,CH
54308,CH
54312,CH
54316,CH
54318,CH
54322,CH
54324,CH
54326,CH
54328,CH
54332,CH
54336,CH
54340,CH
54344,CH
54348,CH
54352,CH
54360,CH
54380,CH
54385,CH
54390,CH
54400,CH
54401,CH
54405,CH
54406,CH
54408,CH
54410,CH
54411,CH
54415,CH
54416,CH
54417,CH
54420,CH
54430,CH
54435,CH
54438,CH
54440,CH
54512,CH
54520,CH
54522,CH
54530,CH
54535,CH
54550,CH
54560,CH
54600,CH
54620,CH
54640,CH
54650,CH
54660,CH
54670,CH
54680,CH
54690,CH
54692,CH
54820,CH
54830,CH
54840,CH
54860,CH
54861,CH
54900,CH
54901,CH
55040,CH
55041,CH
55060,CH
55150,CH
55175,CH
55180,CH
55400,CH
55500,CH
55520,CH
55530,CH
55535,CH
55540,CH
55550,CH
55600,CH
55605,CH
55650,CH
55680,CH
55801,CH
55810,CH
55812,CH
55815,CH
55821,CH
55831,CH
55840,CH
55842,CH
55845,CH
55860,CH
55862,CH
55865,CH
55866,CH
55873,CH
55876,CH
55970,CH
55980,CH
56620,CH
56625,CH
56630,CH
56631,CH
56632,CH
56633,CH
56634,CH
56637,CH
56640,CH
56700,CH
56740,CH
56800,CH
56805,CH
56810,CH
57106,CH
57107,CH
57109,CH
57110,CH
57111,CH
57112,CH
57120,CH
57130,CH
57135,CH
57200,CH
57210,CH
57220,CH
57230,CH
57240,CH
57250,CH
57260,CH
57265,CH
57268,CH
57270,CH
57280,CH
57282,CH
57283,CH
57284,CH
57285,CH
57287,CH
57288,CH
57289,CH
57291,CH
57292,CH
57295,CH
57296,CH
57300,CH
57305,CH
57307,CH
57308,CH
57310,CH
57311,CH
57320,CH
57330,CH
57335,CH
57423,CH
57425,CH
57426,CH
57530,CH
57531,CH
57540,CH
57545,CH
57550,CH
57555,CH
57556,CH
57700,CH
57720,CH
58140,CH
58145,CH
58146,CH
58150,CH
58152,CH
58180,CH
58200,CH
58210,CH
58240,CH
58260,CH
58262,CH
58263,CH
58267,CH
58270,CH
58275,CH
58280,CH
58285,CH
58290,CH
58291,CH
58292,CH
58293,CH
58294,CH
58400,CH
58410,CH
58520,CH
58540,CH
58541,CH
58542,CH
58543,CH
58544,CH
58545,CH
58546,CH
58548,CH
58550,CH
58552,CH
58553,CH
58554,CH
58570,CH
58571,CH
58572,CH
58573,CH
58600,CH
58605,CH
58615,CH
58660,CH
58661,CH
58662,CH
58670,CH
58671,CH
58672,CH
58673,CH
58674,CH
58700,CH
58720,CH
58740,CH
58750,CH
58752,CH
58760,CH
58770,CH
58805,CH
58820,CH
58822,CH
58823,CH
58825,CH
58920,CH
58925,CH
58940,CH
58943,CH
58950,CH
58951,CH
58952,CH
58953,CH
58954,CH
58956,CH
58957,CH
58958,CH
58960,CH
58970,CH
58974,CH
58976,CH
59076,CH
59100,CH
59120,CH
59121,CH
59130,CH
59135,CH
59136,CH
59140,CH
59150,CH
59151,CH
59320,CH
59325,CH
59350,CH
59510,CH
59514,CH
59515,CH
59618,CH
59620,CH
59622,CH
59830,CH
59850,CH
59851,CH
59852,CH
59855,CH
59856,CH
59857,CH
59870,CH
59897,CH
60200,CH
60210,CH
60212,CH
60220,CH
60225,CH
60240,CH
60252,CH
60254,CH
60260,CH
60270,CH
60271,CH
60280,CH
60281,CH
60500,CH
60502,CH
60505,CH
60520,CH
60521,CH
60522,CH
60540,CH
60545,CH
60600,CH
60605,CH
60650,CH
60659,CH
61105,CH
61107,CH
61108,CH
61120,CH
61140,CH
61150,CH
61151,CH
61154,CH
61156,CH
61210,CH
61215,CH
61250,CH
61253,CH
61304,CH
61305,CH
61312,CH
61313,CH
61314,CH
61315,CH
61320,CH
61321,CH
61322,CH
61323,CH
61330,CH
61332,CH
61333,CH
61334,CH
61340,CH
61343,CH
61345,CH
61440,CH
61450,CH
61458,CH
61460,CH
61470,CH
61480,CH
61490,CH
61500,CH
61501,CH
61510,CH
61512,CH
61514,CH
61516,CH
61518,CH
61519,CH
61520,CH
61521,CH
61522,CH
61524,CH
61526,CH
61530,CH
61531,CH
61533,CH
61534,CH
61535,CH
61536,CH
61537,CH
61538,CH
61539,CH
61540,CH
61541,CH
61542,CH
61543,CH
61544,CH
61545,CH
61546,CH
61548,CH
61550,CH
61552,CH
61556,CH
61557,CH
61558,CH
61559,CH
61563,CH
61564,CH
61566,CH
61567,CH
61570,CH
61571,CH
61575,CH
61576,CH
61580,CH
61581,CH
61582,CH
61583,CH
61584,CH
61585,CH
61586,CH
61590,CH
61591,CH
61592,CH
61595,CH
61596,CH
61597,CH
61598,CH
61600,CH
61601,CH
61605,CH
61606,CH
61607,CH
61608,CH
61613,CH
61615,CH
61616,CH
61618,CH
61619,CH
61623,CH
61624,CH
61626,CH
61630,CH
61635,CH
61640,CH
61645,CH
61680,CH
61682,CH
61684,CH
61686,CH
61690,CH
61692,CH
61697,CH
61698,CH
61700,CH
61702,CH
61703,CH
61705,CH
61708,CH
61710,CH
61711,CH
61720,CH
61735,CH
61750,CH
61751,CH
61760,CH
61770,CH
61850,CH
61860,CH
61863,CH
61867,CH
61870,CH
61875,CH
61880,CH
61885,CH
61886,CH
61888,CH
62000,CH
62005,CH
62010,CH
62100,CH
62115,CH
62116,CH
62117,CH
62120,CH
62121,CH
62140,CH
62141,CH
62142,CH
62143,CH
62145,CH
62146,CH
62147,CH
62161,CH
62162,CH
62163,CH
62164,CH
62165,CH
62180,CH
62190,CH
62192,CH
62194,CH
62200,CH
62201,CH
62220,CH
62223,CH
62225,CH
62230,CH
62256,CH
62258,CH
63001,CH
63003,CH
63005,CH
63011,CH
63012,CH
63015,CH
63016,CH
63017,CH
63020,CH
63030,CH
63040,CH
63042,CH
63045,CH
63046,CH
63047,CH
63050,CH
63051,CH
63055,CH
63056,CH
63064,CH
63075,CH
63077,CH
63081,CH
63085,CH
63087,CH
63090,CH
63101,CH
63102,CH
63170,CH
63172,CH
63173,CH
63180,CH
63182,CH
63185,CH
63190,CH
63191,CH
63194,CH
63195,CH
63196,CH
63197,CH
63198,CH
63199,CH
63200,CH
63250,CH
63251,CH
63252,CH
63265,CH
63266,CH
63267,CH
63268,CH
63270,CH
63271,CH
63272,CH
63273,CH
63275,CH
63276,CH
63277,CH
63278,CH
63280,CH
63281,CH
63282,CH
63283,CH
63285,CH
63286,CH
63287,CH
63290,CH
63300,CH
63301,CH
63302,CH
63303,CH
63304,CH
63305,CH
63306,CH
63307,CH
63655,CH
63700,CH
63702,CH
63704,CH
63706,CH
63707,CH
63709,CH
63710,CH
63740,CH
63741,CH
63744,CH
63746,CH
64568,CH
64569,CH
64573,CH
64575,CH
64577,CH
64580,CH
64581,CH
64585,CH
64590,CH
64595,CH
64702,CH
64704,CH
64708,CH
64712,CH
64713,CH
64714,CH
64716,CH
64718,CH
64719,CH
64721,CH
64722,CH
64726,CH
64732,CH
64734,CH
64736,CH
64738,CH
64740,CH
64742,CH
64744,CH
64746,CH
64752,CH
64755,CH
64760,CH
64761,CH
64763,CH
64766,CH
64771,CH
64772,CH
64774,CH
64776,CH
64782,CH
64784,CH
64786,CH
64788,CH
64790,CH
64792,CH
64802,CH
64804,CH
64809,CH
64818,CH
64820,CH
64821,CH
64822,CH
64823,CH
64831,CH
64834,CH
64835,CH
64836,CH
64840,CH
64856,CH
64857,CH
64858,CH
64861,CH
64862,CH
64864,CH
64865,CH
64866,CH
64868,CH
64870,CH
64885,CH
64886,CH
64890,CH
64891,CH
64892,CH
64893,CH
64895,CH
64896,CH
64897,CH
64898,CH
64905,CH
64907,CH
64910,CH
64911,CH
65091,CH
65093,CH
65101,CH
65103,CH
65105,CH
65110,CH
65112,CH
65114,CH
65125,CH
65130,CH
65135,CH
65140,CH
65150,CH
65155,CH
65175,CH
65235,CH
65260,CH
65265,CH
65273,CH
65280,CH
65285,CH
65290,CH
65400,CH
65420,CH
65426,CH
65600,CH
65710,CH
65730,CH
65750,CH
65755,CH
65756,CH
65760,CH
65765,CH
65767,CH
65770,CH
65771,CH
65772,CH
65775,CH
65779,CH
65780,CH
65781,CH
65782,CH
65805,CH
65810,CH
65815,CH
65820,CH
65850,CH
65855,CH
65860,CH
65865,CH
65870,CH
65875,CH
65880,CH
65900,CH
65920,CH
65930,CH
66130,CH
66150,CH
66155,CH
66160,CH
66165,CH
66170,CH
66172,CH
66180,CH
66185,CH
66220,CH
66225,CH
66250,CH
66500,CH
66505,CH
66600,CH
66605,CH
66625,CH
66630,CH
66635,CH
66680,CH
66682,CH
66700,CH
66710,CH
66711,CH
66720,CH
66740,CH
66761,CH
66762,CH
66770,CH
66820,CH
66821,CH
66825,CH
66830,CH
66840,CH
66850,CH
66852,CH
66920,CH
66930,CH
66940,CH
66982,CH
66983,CH
66984,CH
66985,CH
66986,CH
67005,CH
67010,CH
67015,CH
67025,CH
67027,CH
67028,CH
67030,CH
67031,CH
67036,CH
67038,CH
67039,CH
67040,CH
67041,CH
67042,CH
67043,CH
67107,CH
67108,CH
67110,CH
67112,CH
67113,CH
67115,CH
67120,CH
67121,CH
67208,CH
67210,CH
67218,CH
67220,CH
67221,CH
67250,CH
67255,CH
67311,CH
67312,CH
67314,CH
67316,CH
67318,CH
67343,CH
67345,CH
67412,CH
67413,CH
67414,CH
67420,CH
67430,CH
67440,CH
67445,CH
67515,CH
67550,CH
67560,CH
67570,CH
67715,CH
67800,CH
67801,CH
67805,CH
67808,CH
67875,CH
67880,CH
67882,CH
67900,CH
67901,CH
67902,CH
67903,CH
67904,CH
67906,CH
67908,CH
67909,CH
67911,CH
67912,CH
67914,CH
67916,CH
67917,CH
67921,CH
67923,CH
67924,CH
67950,CH
67961,CH
67966,CH
67971,CH
67973,CH
67974,CH
67975,CH
68110,CH
68115,CH
68130,CH
68320,CH
68325,CH
68326,CH
68328,CH
68330,CH
68335,CH
68340,CH
68360,CH
68362,CH
68371,CH
68440,CH
68500,CH
68505,CH
68520,CH
68530,CH
68540,CH
68550,CH
68700,CH
68705,CH
68720,CH
68745,CH
68750,CH
68760,CH
68761,CH
68770,CH
69120,CH
69140,CH
69145,CH
69150,CH
69155,CH
69222,CH
69310,CH
69320,CH
69436,CH
69501,CH
69502,CH
69505,CH
69511,CH
69530,CH
69535,CH
69552,CH
69554,CH
69601,CH
69602,CH
69603,CH
69604,CH
69605,CH
69631,CH
69632,CH
69633,CH
69635,CH
69636,CH
69637,CH
69641,CH
69642,CH
69643,CH
69644,CH
69645,CH
69646,CH
69650,CH
69660,CH
69661,CH
69662,CH
69666,CH
69667,CH
69670,CH
69676,CH
69700,CH
69710,CH
69711,CH
69714,CH
69715,CH
69717,CH
69718,CH
69720,CH
69725,CH
69740,CH
69745,CH
69802,CH
69805,CH
69806,CH
69820,CH
69840,CH
69905,CH
69910,CH
69915,CH
69930,CH
69950,CH
69955,CH
69960,CH
69970,CH
01.6 ,09
02.2 ,09
03.1 ,09
03.4 ,09
03.6 ,09
04.3 ,09
04.5 ,09
04.6 ,09
05.0 ,09
05.9 ,09
06.2 ,09
06.4 ,09
06.6 ,09
06.7 ,09
07.3 ,09
09.0 ,09
09.3 ,09
09.6 ,09
10.0 ,09
10.1 ,09
10.5 ,09
10.6 ,09
11.0 ,09
11.1 ,09
13.2 ,09
13.3 ,09
13.8 ,09
13.9 ,09
14.6 ,09
14.9 ,09
15.3 ,09
15.4 ,09
15.5 ,09
15.6 ,09
15.7 ,09
15.9 ,09
16.1 ,09
18.5 ,09
18.6 ,09
18.9 ,09
19.0 ,09
19.3 ,09
19.4 ,09
19.6 ,09
19.9 ,09
21.4 ,09
21.5 ,09
22.9 ,09
24.2 ,09
24.4 ,09
24.5 ,09
25.1 ,09
25.2 ,09
25.3 ,09
25.4 ,09
27.0 ,09
27.1 ,09
28.0 ,09
28.2 ,09
28.3 ,09
28.4 ,09
28.5 ,09
28.6 ,09
28.7 ,09
29.0 ,09
29.2 ,09
29.3 ,09
29.4 ,09
30.1 ,09
30.3 ,09
30.4 ,09
31.3 ,09
31.5 ,09
32.0 ,09
32.1 ,09
32.3 ,09
32.4 ,09
32.5 ,09
32.6 ,09
32.9 ,09
33.0 ,09
33.1 ,09
33.5 ,09
33.6 ,09
34.1 ,09
34.3 ,09
34.4 ,09
34.6 ,09
36.2 ,09
36.3 ,09
37.4 ,09
37.5 ,09
38.7 ,09
39.0 ,09
39.1 ,09
39.7 ,09
39.8 ,09
40.0 ,09
40.3 ,09
40.9 ,09
41.0 ,09
41.2 ,09
41.5 ,09
42.7 ,09
43.0 ,09
43.1 ,09
43.2 ,09
43.3 ,09
43.5 ,09
43.6 ,09
43.7 ,09
44.2 ,09
44.5 ,09
45.8 ,09
47.0 ,09
47.1 ,09
47.2 ,09
48.0 ,09
48.1 ,09
48.5 ,09
49.3 ,09
49.6 ,09
50.0 ,09
50.3 ,09
50.4 ,09
52.2 ,09
52.3 ,09
52.4 ,09
52.6 ,09
52.7 ,09
53.7 ,09
53.9 ,09
54.0 ,09
54.3 ,09
54.4 ,09
54.5 ,09
55.4 ,09
55.7 ,09
56.0 ,09
56.1 ,09
56.2 ,09
57.6 ,09
58.0 ,09
58.1 ,09
58.5 ,09
59.3 ,09
59.4 ,09
59.5 ,09
59.6 ,09
60.0 ,09
60.2 ,09
60.3 ,09
60.4 ,09
60.5 ,09
61.2 ,09
62.0 ,09
62.2 ,09
62.3 ,09
62.5 ,09
62.7 ,09
63.1 ,09
63.2 ,09
63.3 ,09
63.4 ,09
64.0 ,09
64.2 ,09
64.3 ,09
64.5 ,09
65.0 ,09
65.3 ,09
65.4 ,09
65.8 ,09
66.0 ,09
66.4 ,09
67.2 ,09
67.4 ,09
67.5 ,09
68.0 ,09
68.3 ,09
68.4 ,09
68.5 ,09
68.6 ,09
68.7 ,09
68.8 ,09
68.9 ,09
69.3 ,09
70.4 ,09
70.8 ,09
71.3 ,09
71.4 ,09
71.5 ,09
71.8 ,09
71.9 ,09
74.0 ,09
74.1 ,09
74.2 ,09
74.3 ,09
74.4 ,09
76.2 ,09
76.5 ,09
80.5 ,09
80.6 ,09
83.5 ,09
84.3 ,09
85.6 ,09
85.7 ,09
86.4 ,09
01.21,09
01.22,09
01.23,09
01.24,09
01.25,09
01.28,09
01.31,09
01.32,09
01.39,09
01.41,09
01.42,09
01.51,09
01.52,09
01.53,09
01.59,09
06.31,09
06.39,09
06.50,09
06.51,09
06.52,09
57.41,09
57.49,09
55.01,09
55.02,09
55.03,09
55.04,09
55.11,09
55.12,09
55.51,09
55.52,09
55.53,09
55.54,09
55.61,09
55.69,09
59.71,09
59.79,09
58.41,09
58.42,09
58.43,09
58.44,09
58.45,09
58.46,09
58.47,09
58.49,09
58.91,09
58.92,09
58.93,09
58.99,09
07.00,09
07.01,09
07.02,09
07.51,09
07.71,09
07.91,09
55.31,09
55.32,09
55.33,09
55.34,09
55.35,09
55.39,09
55.81,09
55.82,09
55.83,09
55.84,09
55.85,09
55.86,09
55.87,09
55.89,09
55.91,09
55.97,09
55.98,09
55.99,09
56.40,09
56.41,09
56.42,09
56.51,09
56.52,09
56.61,09
56.62,09
56.71,09
56.72,09
56.73,09
56.74,09
56.75,09
56.79,09
56.81,09
56.82,09
56.83,09
56.84,09
56.85,09
56.86,09
56.89,09
56.92,09
56.93,09
56.94,09
56.95,09
56.99,09
57.12,09
57.18,09
57.19,09
57.21,09
57.22,09
57.51,09
57.59,09
57.71,09
57.79,09
57.81,09
57.82,09
57.83,09
57.84,09
57.85,09
57.86,09
57.87,09
57.88,09
57.89,09
57.91,09
57.93,09
57.96,09
57.97,09
57.98,09
57.99,09
59.00,09
59.01,09
59.02,09
59.03,09
59.09,09
59.11,09
59.12,09
59.19,09
59.91,09
59.92,09
60.21,09
60.29,09
60.96,09
60.97,09
60.61,09
60.62,09
60.69,09
60.95,09
60.72,09
60.73,09
60.79,09
60.81,09
60.82,09
60.93,09
60.94,09
60.99,09
61.42,09
61.49,09
61.92,09
61.99,09
62.41,09
62.42,09
62.61,09
62.69,09
62.99,09
63.51,09
63.53,09
63.59,09
63.81,09
63.82,09
63.83,09
63.85,09
63.89,09
63.92,09
63.93,09
63.94,09
63.95,09
63.99,09
64.41,09
64.42,09
64.43,09
64.44,09
64.45,09
64.49,09
64.92,09
64.93,09
64.95,09
64.96,09
64.97,09
64.98,09
64.99,09
65.31,09
65.39,09
65.41,09
65.49,09
65.51,09
65.52,09
65.53,09
65.54,09
65.61,09
65.62,09
65.63,09
65.64,09
06.02,09
06.09,09
06.81,09
06.89,09
06.91,09
06.92,09
06.93,09
06.94,09
06.95,09
06.98,09
06.99,09
07.21,09
07.22,09
07.29,09
07.41,09
07.42,09
07.43,09
07.44,09
07.45,09
07.49,09
07.52,09
07.53,09
07.54,09
07.59,09
07.61,09
07.62,09
07.63,09
07.64,09
07.65,09
07.68,09
07.69,09
07.72,09
07.79,09
07.80,09
07.81,09
07.82,09
07.83,09
07.84,09
07.92,09
07.93,09
07.94,09
07.95,09
07.98,09
07.99,09
65.01,09
65.09,09
65.21,09
65.22,09
65.23,09
65.24,09
65.25,09
65.29,09
65.71,09
65.72,09
65.73,09
65.74,09
65.75,09
65.76,09
65.79,09
65.81,09
65.89,09
65.91,09
65.92,09
65.93,09
65.94,09
65.95,09
65.99,09
66.21,09
66.22,09
66.29,09
66.31,09
66.32,09
66.39,09
66.62,09
69.11,09
66.51,09
66.52,09
66.61,09
66.63,09
66.69,09
66.71,09
66.72,09
66.73,09
66.74,09
66.79,09
66.92,09
66.93,09
66.94,09
66.95,09
66.96,09
66.97,09
66.99,09
68.31,09
68.39,09
68.41,09
68.49,09
68.51,09
68.59,09
68.61,09
68.69,09
68.71,09
68.79,09
67.31,09
67.32,09
67.33,09
67.39,09
68.21,09
68.22,09
68.23,09
68.29,09
69.19,09
69.01,09
69.51,09
74.91,09
69.02,09
69.52,09
70.50,09
70.51,09
70.52,09
70.53,09
70.54,09
70.55,09
11.60,09
11.61,09
11.62,09
11.63,09
11.64,09
11.69,09
66.01,09
66.02,09
67.61,09
67.62,09
67.69,09
69.21,09
69.22,09
69.23,09
69.29,09
69.41,09
69.42,09
69.49,09
69.95,09
69.97,09
69.98,09
69.99,09
70.12,09
70.13,09
70.14,09
70.31,09
70.32,09
70.33,09
70.61,09
70.62,09
70.63,09
70.64,09
70.71,09
70.72,09
70.73,09
70.74,09
70.75,09
70.76,09
70.77,09
70.78,09
70.79,09
70.91,09
70.92,09
70.93,09
71.01,09
71.09,09
71.22,09
71.23,09
71.24,09
71.29,09
71.61,09
71.62,09
71.71,09
71.72,09
71.79,09
74.99,09
73.94,09
73.99,09
12.51,09
12.52,09
12.53,09
12.54,09
12.55,09
12.59,09
12.61,09
12.62,09
12.63,09
12.64,09
12.65,09
12.66,09
12.67,09
12.69,09
12.71,09
12.72,09
12.73,09
12.74,09
12.79,09
75.50,09
75.51,09
75.52,09
75.61,09
67.51,09
67.59,09
75.36,09
75.93,09
75.99,09
76.01,09
76.31,09
76.39,09
77.60,09
77.61,09
77.62,09
77.63,09
77.64,09
77.65,09
77.66,09
77.67,09
77.68,09
77.69,09
77.70,09
77.71,09
77.72,09
77.73,09
77.74,09
77.75,09
77.76,09
77.77,09
77.78,09
77.79,09
77.80,09
77.81,09
77.82,09
77.83,09
77.84,09
77.85,09
77.86,09
77.87,09
77.88,09
77.89,09
77.51,09
77.52,09
77.53,09
77.54,09
77.56,09
77.57,09
77.58,09
77.59,09
76.70,09
76.72,09
76.74,09
76.76,09
76.77,09
76.79,09
76.94,09
76.97,09
76.99,09
78.53,09
78.63,09
79.12,09
79.22,09
79.32,09
79.42,09
79.52,09
79.62,09
79.82,09
79.83,09
79.92,09
78.55,09
78.65,09
79.15,09
79.25,09
79.35,09
79.45,09
79.55,09
79.65,09
79.85,09
79.95,09
78.56,09
78.57,09
78.58,09
78.66,09
78.67,09
78.68,09
79.16,09
79.17,09
79.18,09
79.26,09
79.27,09
79.28,09
79.36,09
79.37,09
79.38,09
79.46,09
79.56,09
79.66,09
79.67,09
79.68,09
79.86,09
79.87,09
79.88,09
79.96,09
79.97,09
79.98,09
78.50,09
78.51,09
78.52,09
78.54,09
78.59,09
78.60,09
78.61,09
78.62,09
78.64,09
78.69,09
79.10,09
79.11,09
79.13,09
79.14,09
79.19,09
79.20,09
79.21,09
79.23,09
79.24,09
79.29,09
79.30,09
79.31,09
79.33,09
79.34,09
79.39,09
79.40,09
79.41,09
79.49,09
79.50,09
79.51,09
79.59,09
79.60,09
79.61,09
79.63,09
79.64,09
79.69,09
79.80,09
79.81,09
79.84,09
79.89,09
79.90,09
79.91,09
79.93,09
79.94,09
79.99,09
84.94,09
81.45,09
13.11,09
13.19,09
13.41,09
13.42,09
13.43,09
13.51,09
13.59,09
13.61,09
13.62,09
13.63,09
13.64,09
13.65,09
13.66,09
13.69,09
13.70,09
13.71,09
13.72,09
13.90,09
13.91,09
80.40,09
80.41,09
80.42,09
80.43,09
80.44,09
80.45,09
80.46,09
80.47,09
80.48,09
80.49,09
00.80,09
00.81,09
00.82,09
00.83,09
00.84,09
81.41,09
81.42,09
81.43,09
81.44,09
81.46,09
81.47,09
81.54,09
81.55,09
00.70,09
00.71,09
00.72,09
00.73,09
00.85,09
00.86,09
00.87,09
81.51,09
81.52,09
81.53,09
81.69,09
81.48,09
81.49,09
81.56,09
81.57,09
81.59,09
81.71,09
81.72,09
81.73,09
81.74,09
81.75,09
81.79,09
81.80,09
81.81,09
81.82,09
81.83,09
81.84,09
81.85,09
81.86,09
81.87,09
81.88,09
81.97,09
84.10,09
84.11,09
84.12,09
84.13,09
84.14,09
84.15,09
84.16,09
84.17,09
84.18,09
84.19,09
81.00,09
81.01,09
81.02,09
81.03,09
81.04,09
81.05,09
81.06,09
81.07,09
81.08,09
81.09,09
81.30,09
81.31,09
81.32,09
81.33,09
81.34,09
81.35,09
81.36,09
81.37,09
81.38,09
81.39,09
81.61,09
81.62,09
81.63,09
81.64,09
14.31,09
14.32,09
14.39,09
14.41,09
14.49,09
